input_lr,readout_lr,digit_pair,epoch,CKA
0.1,0.001,47,0000,0.4418131709098816
0.1,0.001,47,0004,0.4444086253643036
0.1,0.001,47,0008,0.4463455379009247
0.1,0.001,47,0012,0.4473497271537781
0.1,0.001,47,0016,0.44833090901374817
0.1,0.001,47,0020,0.4496109187602997
0.1,0.001,47,0024,0.4503263831138611
0.1,0.001,47,0028,0.4515015482902527
0.1,0.001,47,0032,0.4523797929286957
0.1,0.001,47,0036,0.4530407190322876
0.1,0.001,47,0040,0.45431602001190186
0.1,0.001,47,0044,0.45502302050590515
0.1,0.001,47,0048,0.45553818345069885
0.1,0.001,47,0052,0.45639753341674805
0.1,0.001,47,0056,0.45721590518951416
0.1,0.001,47,0060,0.4580038785934448
0.1,0.001,47,0064,0.4588380753993988
0.1,0.001,47,0068,0.45921242237091064
0.1,0.001,47,0072,0.4603309631347656
0.1,0.001,47,0076,0.4609479010105133
0.1,0.001,47,0080,0.46139606833457947
0.1,0.001,47,0084,0.462094247341156
0.1,0.001,47,0088,0.46277204155921936
0.1,0.001,47,0092,0.4635060131549835
0.1,0.001,47,0096,0.4641377925872803
0.1,0.001,47,0100,0.4648513197898865
0.1,0.001,47,0104,0.4656774699687958
0.1,0.001,47,0108,0.46624916791915894
0.1,0.001,47,0112,0.4668586552143097
0.1,0.001,47,0116,0.46798256039619446
0.1,0.001,47,0120,0.4682200253009796
0.1,0.001,47,0124,0.46901071071624756
0.1,0.001,47,0128,0.4699142873287201
0.1,0.001,47,0132,0.4705480635166168
0.1,0.001,47,0136,0.47105178236961365
0.1,0.001,47,0140,0.4718565344810486
0.1,0.001,47,0144,0.47272464632987976
0.1,0.001,47,0148,0.47301891446113586
0.1,0.001,47,0152,0.47370079159736633
0.1,0.001,47,0156,0.4743148982524872
0.1,0.001,47,0160,0.4752494990825653
0.1,0.001,47,0164,0.4759891629219055
0.1,0.001,47,0168,0.47691312432289124
0.1,0.001,47,0172,0.47738638520240784
0.1,0.001,47,0176,0.4785056412220001
0.1,0.001,47,0180,0.478841096162796
0.1,0.001,47,0184,0.47952014207839966
0.1,0.001,47,0188,0.48002439737319946
0.1,0.001,47,0192,0.48111769556999207
0.1,0.001,47,0196,0.4816102981567383
0.1,0.001,47,0200,0.48251205682754517
0.1,0.001,47,0204,0.4833243489265442
0.1,0.001,47,0208,0.483950138092041
0.1,0.001,47,0212,0.48459577560424805
0.1,0.001,47,0216,0.48542386293411255
0.1,0.001,47,0220,0.4860464632511139
0.1,0.001,47,0224,0.4866477847099304
0.1,0.001,47,0228,0.48749372363090515
0.1,0.001,47,0232,0.4882238209247589
0.1,0.001,47,0236,0.4886435270309448
0.1,0.001,47,0240,0.4895603358745575
0.1,0.001,47,0244,0.4901617169380188
0.1,0.001,47,0248,0.49083411693573
0.1,0.001,47,0252,0.49125251173973083
0.1,0.001,47,0256,0.49216020107269287
0.1,0.001,47,0260,0.49258458614349365
0.1,0.001,47,0264,0.493257999420166
0.1,0.001,47,0268,0.4939742684364319
0.1,0.001,47,0272,0.49467042088508606
0.1,0.001,47,0276,0.49530017375946045
0.1,0.001,47,0280,0.49595004320144653
0.1,0.001,47,0284,0.49661320447921753
0.1,0.001,47,0288,0.49715346097946167
0.1,0.001,47,0292,0.4977048933506012
0.1,0.001,47,0296,0.4980311989784241
0.1,0.001,47,0300,0.4986446499824524
0.1,0.001,47,0304,0.4996696412563324
0.1,0.001,47,0308,0.4996654987335205
0.1,0.001,47,0312,0.5004920959472656
0.1,0.001,47,0316,0.5012381076812744
0.1,0.001,47,0320,0.5017009973526001
0.1,0.001,47,0324,0.5024585723876953
0.1,0.001,47,0328,0.5030049681663513
0.1,0.001,47,0332,0.5035341382026672
0.1,0.001,47,0336,0.5038530826568604
0.1,0.001,47,0340,0.5043966174125671
0.1,0.001,47,0344,0.5049051642417908
0.1,0.001,47,0348,0.5055160522460938
0.1,0.001,47,0352,0.5060674548149109
0.1,0.001,47,0356,0.5066967606544495
0.1,0.001,47,0360,0.5073788166046143
0.1,0.001,47,0364,0.5083069801330566
0.1,0.001,47,0368,0.5084927082061768
0.1,0.001,47,0372,0.5089713931083679
0.1,0.001,47,0376,0.5095635056495667
0.1,0.001,47,0380,0.5099701881408691
0.1,0.001,47,0384,0.5106126070022583
0.1,0.001,47,0388,0.5112025737762451
0.1,0.001,47,0392,0.5115765333175659
0.1,0.001,47,0396,0.512333333492279
0.1,0.001,47,0400,0.5128459930419922
0.1,0.001,47,0404,0.5131988525390625
0.1,0.001,47,0408,0.5135451555252075
0.1,0.001,47,0412,0.5142190456390381
0.1,0.001,47,0416,0.5147773027420044
0.1,0.001,47,0420,0.515294075012207
0.1,0.001,47,0424,0.5157287120819092
0.1,0.001,47,0428,0.5163251161575317
0.1,0.001,47,0432,0.5166385173797607
0.1,0.001,47,0436,0.5168637633323669
0.1,0.001,47,0440,0.5171360969543457
0.1,0.001,47,0444,0.5174515247344971
0.1,0.001,47,0448,0.5178977251052856
0.1,0.001,47,0452,0.5183204412460327
0.1,0.001,47,0456,0.518767237663269
0.1,0.001,47,0460,0.5193343162536621
0.1,0.001,47,0464,0.5197541117668152
0.1,0.001,47,0468,0.5203035473823547
0.1,0.001,47,0472,0.5208090543746948
0.1,0.001,47,0476,0.5211502909660339
0.1,0.001,47,0480,0.521252453327179
0.1,0.001,47,0484,0.5217868685722351
0.1,0.001,47,0488,0.5218541622161865
0.1,0.001,47,0492,0.5220354795455933
0.1,0.001,47,0496,0.5226019620895386
0.1,0.001,47,0500,0.5230538845062256
0.1,0.001,47,0504,0.5233632326126099
0.1,0.001,47,0508,0.5234043002128601
0.1,0.001,47,0512,0.5238514542579651
0.1,0.001,47,0516,0.524336040019989
0.1,0.001,47,0520,0.5245517492294312
0.1,0.001,47,0524,0.5248655676841736
0.1,0.001,47,0528,0.525244951248169
0.1,0.001,47,0532,0.5256823897361755
0.1,0.001,47,0536,0.5261667966842651
0.1,0.001,47,0540,0.5260343551635742
0.1,0.001,47,0544,0.5264842510223389
0.1,0.001,47,0548,0.5267807245254517
0.1,0.001,47,0552,0.5271496176719666
0.1,0.001,47,0556,0.5275146961212158
0.1,0.001,47,0560,0.5278005599975586
0.1,0.001,47,0564,0.5280305743217468
0.1,0.001,47,0568,0.5282953381538391
0.1,0.001,47,0572,0.5285714864730835
0.1,0.001,47,0576,0.5289678573608398
0.1,0.001,47,0580,0.5295317769050598
0.1,0.001,47,0584,0.5296661853790283
0.1,0.001,47,0588,0.5299869179725647
0.1,0.001,47,0592,0.5301740169525146
0.1,0.001,47,0596,0.5303055047988892
0.1,0.001,47,0600,0.5305144190788269
0.1,0.001,47,0604,0.5308173298835754
0.1,0.001,47,0608,0.5309856534004211
0.1,0.001,47,0612,0.531197190284729
0.1,0.001,47,0616,0.5312467813491821
0.1,0.001,47,0620,0.5315090417861938
0.1,0.001,47,0624,0.5317791104316711
0.1,0.001,47,0628,0.5323329567909241
0.1,0.001,47,0632,0.5325354933738708
0.1,0.001,47,0636,0.5329234004020691
0.1,0.001,47,0640,0.5328971147537231
0.1,0.001,47,0644,0.5331172943115234
0.1,0.001,47,0648,0.5334624648094177
0.1,0.001,47,0652,0.5336596965789795
0.1,0.001,47,0656,0.5339815020561218
0.1,0.001,47,0660,0.5341489315032959
0.1,0.001,47,0664,0.5343126058578491
0.1,0.001,47,0668,0.534804105758667
0.1,0.001,47,0672,0.5350889563560486
0.1,0.001,47,0676,0.5352503657341003
0.1,0.001,47,0680,0.5353992581367493
0.1,0.001,47,0684,0.5356674194335938
0.1,0.001,47,0688,0.5358486771583557
0.1,0.001,47,0692,0.5360888242721558
0.1,0.001,47,0696,0.5362984538078308
0.1,0.001,47,0700,0.5366780757904053
0.1,0.001,47,0704,0.5366928577423096
0.1,0.001,47,0708,0.5367709398269653
0.1,0.001,47,0712,0.5368438959121704
0.1,0.001,47,0716,0.5371355414390564
0.1,0.001,47,0720,0.5372082591056824
0.1,0.001,47,0724,0.5376606583595276
0.1,0.001,47,0728,0.5378457903862
0.1,0.001,47,0732,0.5380429029464722
0.1,0.001,47,0736,0.5383104681968689
0.1,0.001,47,0740,0.5382739305496216
0.1,0.001,47,0744,0.538467288017273
0.1,0.001,47,0748,0.5386536717414856
0.1,0.001,47,0752,0.5388602614402771
0.1,0.001,47,0756,0.5391475558280945
0.1,0.001,47,0760,0.5390775203704834
0.1,0.001,47,0764,0.5393520593643188
0.1,0.001,47,0768,0.5396217703819275
0.1,0.001,47,0772,0.5396682024002075
0.1,0.001,47,0776,0.5397745370864868
0.1,0.001,47,0780,0.5399425625801086
0.1,0.001,47,0784,0.540117084980011
0.1,0.001,47,0788,0.5404212474822998
0.1,0.001,47,0792,0.5405895113945007
0.1,0.001,47,0796,0.5410686731338501
0.1,0.001,47,0800,0.5411022901535034
0.1,0.001,47,0804,0.541431188583374
0.1,0.001,47,0808,0.5415969491004944
0.1,0.001,47,0812,0.5418220162391663
0.1,0.001,47,0816,0.5420263409614563
0.1,0.001,47,0820,0.542107343673706
0.1,0.001,47,0824,0.5421078205108643
0.1,0.001,47,0828,0.5424224734306335
0.1,0.001,47,0832,0.5424385666847229
0.1,0.001,47,0836,0.5425944328308105
0.1,0.001,47,0840,0.5428282618522644
0.1,0.001,47,0844,0.5429783463478088
0.1,0.001,47,0848,0.542987048625946
0.1,0.001,47,0852,0.5431997179985046
0.1,0.001,47,0856,0.5434111952781677
0.1,0.001,47,0860,0.5436486601829529
0.1,0.001,47,0864,0.5439056158065796
0.1,0.001,47,0868,0.5439969897270203
0.1,0.001,47,0872,0.5442190170288086
0.1,0.001,47,0876,0.5444202423095703
0.1,0.001,47,0880,0.5446620583534241
0.1,0.001,47,0884,0.5447012782096863
0.1,0.001,47,0888,0.5450315475463867
0.1,0.001,47,0892,0.5451046228408813
0.1,0.001,47,0896,0.5450571179389954
0.1,0.001,47,0900,0.5451820492744446
0.1,0.001,47,0904,0.5454782843589783
0.1,0.001,47,0908,0.5456936359405518
0.1,0.001,47,0912,0.5458247065544128
0.1,0.001,47,0916,0.5459820032119751
0.1,0.001,47,0920,0.545897901058197
0.1,0.001,47,0924,0.5460655689239502
0.1,0.001,47,0928,0.5460494160652161
0.1,0.001,47,0932,0.5459787249565125
0.1,0.001,47,0936,0.5461923480033875
0.1,0.001,47,0940,0.5464396476745605
0.1,0.001,47,0944,0.5466732382774353
0.1,0.001,47,0948,0.5467481017112732
0.1,0.001,47,0952,0.5470007061958313
0.1,0.001,47,0956,0.5472207069396973
0.1,0.001,47,0960,0.5473546385765076
0.1,0.001,47,0964,0.5474796295166016
0.1,0.001,47,0968,0.5475847125053406
0.1,0.001,47,0972,0.5478063821792603
0.1,0.001,47,0976,0.5478510856628418
0.1,0.001,47,0980,0.5478830337524414
0.1,0.001,47,0984,0.5479501485824585
0.1,0.001,47,0988,0.5482198596000671
0.1,0.001,47,0992,0.5484419465065002
0.1,0.001,47,0996,0.5484651327133179
0.1,0.001,47,1000,0.5485785007476807
