input_lr,readout_lr,digit_pair,epoch,CKA
0.1,0.001,15,0000,0.5506898760795593
0.1,0.001,15,0004,0.5515053868293762
0.1,0.001,15,0008,0.5515105128288269
0.1,0.001,15,0012,0.5517786741256714
0.1,0.001,15,0016,0.5524035096168518
0.1,0.001,15,0020,0.5524330735206604
0.1,0.001,15,0024,0.5529147982597351
0.1,0.001,15,0028,0.553570032119751
0.1,0.001,15,0032,0.5536349415779114
0.1,0.001,15,0036,0.554175853729248
0.1,0.001,15,0040,0.5544624328613281
0.1,0.001,15,0044,0.5545138120651245
0.1,0.001,15,0048,0.5550508499145508
0.1,0.001,15,0052,0.5555979013442993
0.1,0.001,15,0056,0.5559994578361511
0.1,0.001,15,0060,0.5563168525695801
0.1,0.001,15,0064,0.5567420125007629
0.1,0.001,15,0068,0.5570552349090576
0.1,0.001,15,0072,0.5574660897254944
0.1,0.001,15,0076,0.5578806400299072
0.1,0.001,15,0080,0.5583330392837524
0.1,0.001,15,0084,0.5586986541748047
0.1,0.001,15,0088,0.5589052438735962
0.1,0.001,15,0092,0.5593734979629517
0.1,0.001,15,0096,0.5599253177642822
0.1,0.001,15,0100,0.5601571798324585
0.1,0.001,15,0104,0.5605082511901855
0.1,0.001,15,0108,0.5609967112541199
0.1,0.001,15,0112,0.5611171126365662
0.1,0.001,15,0116,0.5613902807235718
0.1,0.001,15,0120,0.5615168213844299
0.1,0.001,15,0124,0.5620704293251038
0.1,0.001,15,0128,0.5623667240142822
0.1,0.001,15,0132,0.5626999735832214
0.1,0.001,15,0136,0.5629422068595886
0.1,0.001,15,0140,0.5632296204566956
0.1,0.001,15,0144,0.5634642243385315
0.1,0.001,15,0148,0.5635003447532654
0.1,0.001,15,0152,0.5639647841453552
0.1,0.001,15,0156,0.5641581416130066
0.1,0.001,15,0160,0.5645216703414917
0.1,0.001,15,0164,0.5647736191749573
0.1,0.001,15,0168,0.5651497840881348
0.1,0.001,15,0172,0.5656293630599976
0.1,0.001,15,0176,0.5660431385040283
0.1,0.001,15,0180,0.5661123991012573
0.1,0.001,15,0184,0.5661951899528503
0.1,0.001,15,0188,0.5665125846862793
0.1,0.001,15,0192,0.5666788816452026
