input_lr,readout_lr,digit_pair,epoch,CKA
0.1,0.001,12,0000,0.5739461779594421
0.1,0.001,12,0004,0.5772197842597961
0.1,0.001,12,0008,0.579704761505127
0.1,0.001,12,0012,0.5814548134803772
0.1,0.001,12,0016,0.5830775499343872
0.1,0.001,12,0020,0.5844293236732483
0.1,0.001,12,0024,0.5854964852333069
0.1,0.001,12,0028,0.5866128206253052
0.1,0.001,12,0032,0.5870319604873657
0.1,0.001,12,0036,0.5878902673721313
0.1,0.001,12,0040,0.5887835025787354
0.1,0.001,12,0044,0.5893770456314087
0.1,0.001,12,0048,0.5899546146392822
0.1,0.001,12,0052,0.5905176997184753
0.1,0.001,12,0056,0.5909595489501953
0.1,0.001,12,0060,0.5912940502166748
0.1,0.001,12,0064,0.5919612050056458
0.1,0.001,12,0068,0.5924326777458191
0.1,0.001,12,0072,0.5929085612297058
0.1,0.001,12,0076,0.5932536125183105
0.1,0.001,12,0080,0.5937345623970032
0.1,0.001,12,0084,0.5941275954246521
0.1,0.001,12,0088,0.5945019125938416
0.1,0.001,12,0092,0.5952116847038269
0.1,0.001,12,0096,0.5953719019889832
0.1,0.001,12,0100,0.5954750180244446
0.1,0.001,12,0104,0.5959051847457886
0.1,0.001,12,0108,0.5962926745414734
0.1,0.001,12,0112,0.5965247750282288
0.1,0.001,12,0116,0.5968943238258362
0.1,0.001,12,0120,0.597185492515564
0.1,0.001,12,0124,0.5977727770805359
0.1,0.001,12,0128,0.5978737473487854
0.1,0.001,12,0132,0.5981906056404114
0.1,0.001,12,0136,0.5983375906944275
0.1,0.001,12,0140,0.5987613201141357
0.1,0.001,12,0144,0.5989179015159607
0.1,0.001,12,0148,0.5990841388702393
0.1,0.001,12,0152,0.599382758140564
0.1,0.001,12,0156,0.5994299650192261
0.1,0.001,12,0160,0.599842369556427
0.1,0.001,12,0164,0.6000835299491882
0.1,0.001,12,0168,0.6002168655395508
0.1,0.001,12,0172,0.6002412438392639
0.1,0.001,12,0176,0.600502073764801
0.1,0.001,12,0180,0.6008442640304565
0.1,0.001,12,0184,0.6009520888328552
0.1,0.001,12,0188,0.6011921167373657
0.1,0.001,12,0192,0.6015166640281677
0.1,0.001,12,0196,0.6016783118247986
0.1,0.001,12,0200,0.6018845438957214
0.1,0.001,12,0204,0.6021000146865845
0.1,0.001,12,0208,0.6020470261573792
0.1,0.001,12,0212,0.6022800803184509
0.1,0.001,12,0216,0.6025038957595825
0.1,0.001,12,0220,0.6025807857513428
0.1,0.001,12,0224,0.6026961207389832
0.1,0.001,12,0228,0.6027461290359497
0.1,0.001,12,0232,0.6029046773910522
0.1,0.001,12,0236,0.6032084822654724
0.1,0.001,12,0240,0.6035352945327759
0.1,0.001,12,0244,0.6037647128105164
0.1,0.001,12,0248,0.6037495136260986
0.1,0.001,12,0252,0.6039013862609863
0.1,0.001,12,0256,0.6040931940078735
0.1,0.001,12,0260,0.6042587161064148
0.1,0.001,12,0264,0.6042794585227966
0.1,0.001,12,0268,0.6043843626976013
0.1,0.001,12,0272,0.6045138835906982
0.1,0.001,12,0276,0.6046590209007263
0.1,0.001,12,0280,0.6047155857086182
0.1,0.001,12,0284,0.6048461198806763
0.1,0.001,12,0288,0.6050743460655212
0.1,0.001,12,0292,0.6052241921424866
0.1,0.001,12,0296,0.6052600145339966
0.1,0.001,12,0300,0.6054345965385437
