input_lr,readout_lr,digit_pair,epoch,CKA
0.1,0.001,18,0000,0.547659695148468
0.1,0.001,18,0004,0.5499275922775269
0.1,0.001,18,0008,0.551409900188446
0.1,0.001,18,0012,0.5525125861167908
0.1,0.001,18,0016,0.5533133745193481
0.1,0.001,18,0020,0.5539563298225403
0.1,0.001,18,0024,0.5541586875915527
0.1,0.001,18,0028,0.5545472502708435
0.1,0.001,18,0032,0.5549831986427307
0.1,0.001,18,0036,0.555048942565918
0.1,0.001,18,0040,0.5550059080123901
0.1,0.001,18,0044,0.5553041696548462
0.1,0.001,18,0048,0.5555959343910217
0.1,0.001,18,0052,0.555778980255127
0.1,0.001,18,0056,0.5559319853782654
0.1,0.001,18,0060,0.5559530258178711
0.1,0.001,18,0064,0.5560976266860962
0.1,0.001,18,0068,0.5561175346374512
0.1,0.001,18,0072,0.5562347769737244
0.1,0.001,18,0076,0.5563920140266418
0.1,0.001,18,0080,0.5566109418869019
0.1,0.001,18,0084,0.5565789937973022
0.1,0.001,18,0088,0.5566620826721191
0.1,0.001,18,0092,0.556789219379425
0.1,0.001,18,0096,0.5567591190338135
0.1,0.001,18,0100,0.5570917725563049
0.1,0.001,18,0104,0.5573419332504272
0.1,0.001,18,0108,0.5574842691421509
0.1,0.001,18,0112,0.557612419128418
0.1,0.001,18,0116,0.5575491786003113
0.1,0.001,18,0120,0.5577453970909119
0.1,0.001,18,0124,0.5578868389129639
0.1,0.001,18,0128,0.5581327080726624
0.1,0.001,18,0132,0.5583867430686951
0.1,0.001,18,0136,0.5586728453636169
0.1,0.001,18,0140,0.5586890578269958
0.1,0.001,18,0144,0.5588801503181458
0.1,0.001,18,0148,0.5590752959251404
0.1,0.001,18,0152,0.5592182278633118
0.1,0.001,18,0156,0.5592750906944275
0.1,0.001,18,0160,0.5594306588172913
0.1,0.001,18,0164,0.5594515204429626
0.1,0.001,18,0168,0.5594860315322876
0.1,0.001,18,0172,0.559627115726471
0.1,0.001,18,0176,0.5597298741340637
0.1,0.001,18,0180,0.560130774974823
0.1,0.001,18,0184,0.5600335001945496
0.1,0.001,18,0188,0.5600128173828125
0.1,0.001,18,0192,0.5601958632469177
0.1,0.001,18,0196,0.5602074861526489
0.1,0.001,18,0200,0.5602302551269531
0.1,0.001,18,0204,0.5603660345077515
0.1,0.001,18,0208,0.5605770349502563
0.1,0.001,18,0212,0.5607522130012512
0.1,0.001,18,0216,0.5608085989952087
0.1,0.001,18,0220,0.5608691573143005
0.1,0.001,18,0224,0.5609287619590759
0.1,0.001,18,0228,0.561067521572113
0.1,0.001,18,0232,0.5611900091171265
0.1,0.001,18,0236,0.5612754821777344
0.1,0.001,18,0240,0.5614359974861145
0.1,0.001,18,0244,0.5615489482879639
0.1,0.001,18,0248,0.5615177750587463
0.1,0.001,18,0252,0.56170254945755
0.1,0.001,18,0256,0.5618592500686646
0.1,0.001,18,0260,0.561896800994873
0.1,0.001,18,0264,0.5621756911277771
0.1,0.001,18,0268,0.5621595978736877
0.1,0.001,18,0272,0.5620847344398499
0.1,0.001,18,0276,0.5622071623802185
0.1,0.001,18,0280,0.5623841285705566
0.1,0.001,18,0284,0.5623865723609924
0.1,0.001,18,0288,0.5623660087585449
0.1,0.001,18,0292,0.5625637173652649
0.1,0.001,18,0296,0.5625826120376587
0.1,0.001,18,0300,0.5627299547195435
0.1,0.001,18,0304,0.5628916025161743
0.1,0.001,18,0308,0.5630954504013062
0.1,0.001,18,0312,0.5631967782974243
0.1,0.001,18,0316,0.563228964805603
0.1,0.001,18,0320,0.5634702444076538
0.1,0.001,18,0324,0.5634719133377075
